,0,0
8167,brad pitt is older than charli sheen what the fuckkkkkkkkkkkkk,0
8168,bradi heard yall say he wa wash now he wash the leagu on you hoe as nigga,1
8169,brag bout your hoe you prolli get to no pussi,0
8170,brag to you about the hoe he hittin and when you ask for pic he show you some sorri as femal then all you can do is laugh,0
8171,brandon jen trash,0
8172,break shit fuck the law grrrr fuck that shit punch that bitch,0
8173,breakfast fri chicken jerk chicken tater tot white rice nd press yellow rice nd bean mac nd chees http co usz8gjnzl0,0
8174,breakfast of champion shrimp lobster ball no sanduski french fri nd nice big quahog clam for 8230; http co uajukcoafv,0
8175,break news ur littl bitch,0
8176,break yo bitch like kitkat nigga,0
8177,breakup anthem 128680; 128680; 128680; we threw shidd lemm just fall back pick up my side hoe cuz stay in contact 128526; http co bnqd4fifrq,0
8178,breezi gotta sleep this hoe,0
8179,briahna told me the best advic ever gave her wa that it aint noth to cut dat bitch off lmao,0
8180,brie said we were togeth sinc before we were born you guy are twin duh bitch omg who wrote the script bellatwin,0
8181,brilliant job by nelsoncanach to limp it back to the pit without caus yellow wish he did not need to though plm,0
8182,bring niggah some icecream,0
8183,bring anoth bitch for real nigga,0
8184,britt attitud be for no reason bitch mad at breakfast 128514; 128514;,0
8185,bro am bore then hoe rt,0
8186,bro everybodi is ho then fuck it your favorit color is mango red you are ho you charg your phone all the way to 100 percent ho smh,1
8187,bro what in the fuck all bitch think that is not ok,0
8188,bro before hoe not bro over your girlfriend,0
8189,bro before hoe not bro over your girlfriend,0
8190,broke bitch be like oh he got monn neyyy,0
8191,broke bitch make me sick,0
8192,broke bitch on my tl,0
8193,broke bitch that talk shit those the one that stunt for 128526;,0
8194,broke bitch that talk shit now them the bitch stunt for 9994;,0
8195,broke hoe alway wanna argu ai not ate all day were get that energi from 128514; 128514;,0
8196,broke pussi boy deion record,0
8197,broner would still knock half nicca out,0
8198,brooo chine sound goooood then hoe rn but my momma make carn con chile so guess am gucci with that 128527; 128076;,0
8199,brooooooo that wingstop went sooooo clutch straight ran through that hoe,0
8200,brown is color so my eye are color,0
8201,browni browni browni,0
8202,brown and redskin should not be consid nfl team,0
8203,brrr hoe dichter bij het sint gebeuren hoe racistisch de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,0
8204,bruh am readi to get this four wheeler that bitch is fast asf,0
8205,bruh rt share ps4 he def want to call rock nigger in that last rt lmaoooooooooooooooooooooooooooo,0
8206,bruh bitch be wear heel and club outfit to school and shit 128553; 128514; 128128;,0
8207,bruh leav it to the coin coon,0
8208,bruh this niggah alway fall asleep 128530; 128529;,0
8209,bruh went so hard on that bitch he deserv pimp of the year,0
8210,bruh sasuk and sakura daughter gonna be bad uchiha bitch,0
8211,bruh pt jaxon1114 kill this hoe too last night while we wa sleep http co f1choia21g,0
8212,bruh theofficialeg10 soo trash,0
8213,bruhhhh hoe as law had to fuck up the fun 128532; 128532;,0
8214,bruis ankl is bitch,0
8215,brutus look girl get off the elev a am walk into differ one no bitch ca not come in ca not ca not come in,0
8216,bryant must think he is so cute go out his stupid as friend and leav me here but watch when he get back 128074; 128165; 128074; 128162; 128074; 10024; lil bitch,0
8217,bsd bitch make it clap,0
8218,bt bitch amp; amp; niggah alway had there hand out,0
8219,bt dubz ur best pal bitch about to me quit often stoplivingafuckingli hatredisincreas,0
8220,buddi fruit 8220; deion mvo vonteeeee brandon said you dirti as coon 8221;,0
8221,buddi drug the whole train lmao good extra as hoe,0
8222,buddi slap his rent stress out on that messi bitch what done told hoe bout new york nigga amp; they temper trainvideo,0
8223,build bear lt; lt; lt; lt; build bitch,0
8224,bull color scheme dull you stupid bitch duke wear bold pastel color bull make no sen,0
8225,bullet stick to nigguh damn liver,0
8226,bullet through nigguh tru jean,1
8227,bulli law are for pussi,0
8228,bum as hoe,0
8229,bum bitch wo not even my type,0
8230,bumoos duck those insult like scare white pussi,0
8231,bump into bitch that file for sexual harass at work against co worker aint been so shook in my life,1
8232,bumpin that nigga nigga rick ross this hoe go harrrrd highh outsid enjoy this weather,0
8233,bunch of hurt nigga amp; bitch on my ig timelin tonight muhfucka lame a hell,0
8234,burn bitch http co 63fmrf0g5j,1
8235,burnat all yanke and their thatch roof cottag astro http co j3dziwbdt0,0
8236,burrito are trash,0
8237,bussin bitch with my gwale gwala,0
8238,bussi rt mrtriskaideka is that avi pussi poppin on handstand,0
8239,bust nicca head smack ho shoot the club up 128514; 128266; 128266; 128131; 128131; 128131;,0
8240,bust nicca head smack hoe and shoot the club up 128514;rt yes yes117 darealquitam vonshayeb so what we doing,0
8241,bust in dat bitch face do not want son icewear vezzo,0
8242,bust my lip play ball so now ca not enjoy pussi and this delici mango,0
8243,but carl is bitch 128526;,0
8244,but callin out da race card ai not no color podcast out dare,0
8245,but ca not buy tomorrow that is why go hard hoe,0
8246,but ca not get her to smoke unless bitch about it the struggl of having girl who doe not in actual it is great thing,0
8247,but have the hoe 128542; http co xmfcv9rmv5,0
8248,but am call this bitch yeah ok after you call me return call especi if it ai not my girl 8230; http co 6ssxopuhg,0
8249,but atleast they let me know ur faggot if keep those type of twitter secret,1
8250,but bitch you gon shave or wax that pussi before bless it foh,0
8251,but bitch are crazi would be in jail for sure,0
8252,but bitch be mad than mf when they do not know what am doing amp; how get it 128175;,0
8253,but if you knew bitch you will do better 128074;,0
8254,but no one call him pussi for his injuri,0
8255,but not prettier than amber rt yumiyoko her pussi is pretti,0
8256,but rich is light skin coon so it is expect,0
8257,but she bad bad bitch make you late for it,0
8258,but she can shade the shit out bitch rt axolros yourwifecantread,0
8259,but she is hoe 8212; idk about that http co eccfbqzlkz,0
8260,but stay up gon be bitch,0
8261,but they only talk on twitter bc pussi in real life,0
8262,but this emot shit is absolut for the bird,0
8263,but who is me 128129;to talk 128266; about the next bitch flex 128170; when 9757; 65039; done don it before 128588; 128077; 128591;,0
8264,but why did this bitch just follow me do not even like graceexo,0
8265,but why doe my school alway have prom on friday the 13th like this is not some freddi v jason shit even tho some bitch gonna look it 128554;,0
8266,but yall nigga wanna call these woman hoe when they leav you for nigga that appreci her fuck you lil nigga,0
8267,but you bird as nigga out here get your feather ruffl just shook and ai not no such thing a half way crook,0
8268,but you ca not tell broke bitch nothin 128514; 128514; 128514; 128056; 9749; 65039;,0
8269,but you love me you do not wanna be with nobodi el blah blah bullshit fa the bird,0
8270,but you nvm bjayblast do not see why men disrespect woman by call them offens name like bitch hoe slut or femal smh,0
8271,butler unchain review http co hxyyujmorm short version whitey suck and potenti posit film is simpli anti white agitprop,0
8272,butter get all the hoe,0
8273,bye bitch,0
8274,bye bye charli strong,0
8275,bytch wa an infant 171; mr jsmart24 how the hell this bitch 18 talk bout how much she rememb bout pac before he die 187;,0
8276,cair publish hit list for jihadi http co hvvfxypmhm via realjtp if you are red blood american you may be on the list,0
8277,cebro and corpor hoe,0
8278,cleari diz princess iz bad bitch http co jv1sa1b2xw,0
8279,cnt nobodi be mad at who he choos to be with ca not be mad at no bitch it the nigga so hay,0
8280,come to tnd atroc start at follow by lost caus auramea night vers and norma jean let fill this bitch,0
8281,caleb need to stop being littl bitch,0
8282,caleb dick and hanna bitch hate them both now 128554; 128545; 128545; 128545;,0
8283,california ha gang because california is trash,0
8284,california is home to skater trash,1
8285,call hoe hoe and rat rat,0
8286,call negro,0
8287,call dat bitch http co p50wtgrz8a,0
8288,call me dumb bitch but ion even know wtf ebola is 9995; 128514;,0
8289,call me fag but love when peopl turn their head or look out of their car when drive by caus they head me slumpin bitch love it,0
8290,call me ghetto if you want but am walk to and from class with my bonnet on my hair,0
8291,call of duti out this bitch,0
8292,call when you grow up if you live that long sorri for parent with such poor skill they got you fuck slum veritaz old bitch,0
8293,call eddi hoe by mistak doe lol,0
8294,call it am earli night heartach is bitch broken,0
8295,call out teabagg conserv on their b http co l8qx8rmjrg via youtub,0
8296,call these nasti hoe out mr well is too real 128514; 128514; 128514; http co d4enqkdswr,0
8297,cam newton is such littl girl like grow up and quit actin like bitch,0
8298,cam newton is such pussi he need to grow up and learn he is not hotshot any more,0
8299,came home and found my cat sleep on my pillow ;c love that niggah,0
8300,camo day catch me at school huntin for basic bitch http co npiq0js5uz,0
8301,can faggot of honeybooboo imagin this internet world wa creat to trap them and feed them to allah like gazell it stephenk,1
8302,can charli crist pull one over on rick scott well he did pull one over on floridaprimari dem tonit tpot election2014,0
8303,can dick sherman get caught doing blow of tranni hooker some time soon plea prefer pete carrol,0
8304,can bring anoth bitch can we have threesom or nahhh,0
8305,can bring anoth bitch or nah,0
8306,can bring anoth bitch or nah,0
8307,can doubl stuff your oreo,0
8308,can get some good neck out dis hoe,0
8309,can have bad bitch without no flaw come to meet me without no drawer,0
8310,can have bad bitch without no flawwssss,0
8311,can pay you to stop being lil bitch gah damn shut the fuck up,0
8312,can sit on your face 8212; sit on hot stove bitch http co xpauwp43oa,0
8313,can bring anoth bitch or nah,0
8314,can my school plea fuckin remov these random as trash can in the middl of the hallway that alway fuckin run into,0
8315,can never follow bitch who bio look like this http co thk9mnqtrg,0
8316,can realli hold phone convo in my hous with this trash as servic,0
8317,can someon beat justin beiber as he is such littl pussi,0
8318,can someon get me chees and cracker,0
8319,can someon plea explain to me why are the bird so angri amp; destroy pig home,0
8320,can someon treat me to some grub am broke bitch over here,0
8321,can these bird shut the fuck up,0
8322,can this bitch alreadi updat 128530;,0
8323,can this bitch hurri up ineedmyeigth,0
8324,can this bitch sit the fuck down and shut the fuck up,0
8325,can say hoe hoe hoe ewww she wa nasti wa so mean to her on the daili will spare the detail lol,0
8326,can we bomb the selfi monkey out of my timelin,0
8327,can we revisit chairmanl idea of two team of yanke play against each other would like to see game everi now amp; then,0
8328,can you catch box hoe,0
8329,can you catch box hoe,0
8330,can you imagin tryn yo hardest to stop bitch frm slutin and still comin up unsuccess,0
8331,can you let me stretch that pussi out or nah,0
8332,can you let me stretch that pussi out or nahhh,0
8333,can you realli take dick or nah can bring anoth bitch or nah,0
8334,can 8217;t wait to humbl these nigga in the playoff again until then good job hoe,1
8335,ca not be major nigga with minor hoe,0
8336,ca not be mani thing wors than having cop interrupt because friggin yanke game is still go on,0
8337,ca not beat score of 12 on flappi bird givingup,0
8338,ca not even sleep in the fuck car because this mother fucker drive like retard and pump the break too hard,0
8339,ca not find my bc powder will just chug this child advil,0
8340,ca not fuck wit no bitch ugli friend,0
8341,ca not fuck with coon as girl bruh,0
8342,ca not fuck with no bitch just ca not do it,0
8343,ca not get no money from me you silli hoe,0
8344,ca not get no pussi to kirk franklin idc how long it is been for ya,0
8345,ca not have bitch with no futur or goal love kid but if you are not parent first ca not deal with you,0
8346,ca not keep bitch but it cool caus money still around,0
8347,ca not keep shallow bitch if ya pocket ai not deep,0
8348,ca not let nobodi play my gta bitch like use up all ya ammo gettin ya dude kilt by the cop,0
8349,ca not neva be sucka for no bitch that ai not me,0
8350,ca not no hoe fixmylif,0
8351,ca not save these hoe,0
8352,ca not stand bitch that alway feel the need to be doing somethin sit your as at home and be bore you ai not gotta be hoe all the time,0
8353,ca not stand nigga that curv his boy for some hoe,0
8354,ca not stand sob as bitch,0
8355,ca not stand bitch as nigga,1
8356,ca not stand ghetto ratchet as mofo 128078; 128530;,0
8357,ca not stand that asian dude just now faggot give me attitud caus almost forgot my water fuck faggot if wa not on stage,1
8358,ca not stand that faggot,1
8359,ca not stand the yanke but jeter hit home run in his final at bat in nyc would be cool get bean would be better,0
8360,ca not stand when see femal just get out of relationship amp; day later their talk to anoth guy hoe gonna be hoe smh,0
8361,ca not stop eat graham cracker,0
8362,ca not take coon nowher amp; mean nowher,1
8363,ca not tell if mexico ha been impress or if brazil ha just been trash today,0
8364,ca not tell me shit cuz ion care bitch,0
8365,ca not trust everi face bitch you gotta watch em,0
8366,ca not trust these bitch and these nigga either,0
8367,ca not trust these hoe and when say hoe mean dude to,0
8368,ca not turn hoe into hous wife fact,0
8369,ca not wait till get my full appetit back only ate half ghetto sandwich no lettuc no noth,0
8370,ca not wait till my bitch get here 128131;,0
8371,ca not wait to put this down payment on my bitch,0
8372,ca not wait to see my bitch dutch,0
8373,ca not worri bout bitch that ai not worri bout me,0
8374,cancel that bitch like ninooo,0
8375,cancel that hoe sb nick it ai not noth to cut that tch off,0
8376,cancer is hoe all pray for the peopl who have it http co 4xgeqmrzq5,0
8377,cant handl this bitch and her elbow fat,0
8378,cant play no game wit deze nigga or bitch 128581; 128299;,0
8379,cant wait rt strictlykeyz all nigga wanna do at 45 is pop viagra and pop young bitch,0
8380,cant da color and da white folk get along we all be da same cept da color men got da bigga dick,0
8381,cardin score 1st they lead in the top 3rd with bird on base nlcs sfvsstl,0
8382,carl tri eat the pussi but that big as nose be fuck shit up,0
8383,carol is gonna georg and lenni this bitch,0
8384,carrah bitch,0
8385,carter need to shut the fuck up fuck bitch as alway tri to start shit,0
8386,casey matthew is so trash this is big,0
8387,catch me fuckin off tonight viplounge901 nolinenowait in that bitch a well meetmether http co zqvgmlzqfe,0
8388,catch me on the episod of vampir diari tomorrow night bitch slap katgraham,0
8389,catch this jet hoe,0
8390,catch up with the lingo itti bitti bitch,0
8391,caus am trophi hunt littl bitch,0
8392,caus am the type of nighha to joke on you or to play around so do not be littl bitch,0
8393,caus lsu trash rt breesindacut why they doin the colleg playoff rank shit so earli,0
8394,caus bitch rather eat pussi then get mine ate,0
8395,caus you know all hoe play entir too much,0
8396,cav trash too,0
8397,cay got her whole lit new clicc from her school amp; be on that bitch shit too me like okay but anyway we still dem girlz,0
8398,cay said well bitch thot you wa on hous arrest so you ai not walk no where 128514; 128557; 128514;omg hate her,0
8399,ceasefir let see how long those towel head can go without tri to attack israel then cri to nation medium when they get pop again,1
8400,celebratin while you hatin bitch,0
8401,celebr teeth realli be white a shit mean do not get me wrong my shit aint yellow by far but need whatev toothpast they be use,0
8402,celtic mean white trash if someon say they are celtic it mean they are white trash,1
8403,chaber book bragadayjah 24 http co btmlynnkzp nimrod the cushit first king of the earth see bragadayjah 24,0
8404,chaber book bragadayjah 315 http co qtr6lzcsdj further restrict on eat certain insect and bird,0
8405,chad jordan in this bitch,0
8406,chanc is trash,0
8407,chanc make champion nicca ai not noth stop you,0
8408,chanc make champion nicca ai not noth stop you,0
8409,chang the game on bitch 128526;,0
8410,char broil cod yellow rice saut 233;ed spinach and artichok heart made with love for voxpulchra 8230; http co vwjwlghrgo,0
8411,charlen crave color cock,0
8412,charl tillman eye are more yellow than corn,0
8413,charl wa eatin trash as domino in that pic you know he wa still poor at the time lol,0
8414,charli baker for mass gov the most lib newspap in most lib state support for gov dog http co drsxoztrui via bostonglob,0
8415,charli baltimor look good for 45 128563;,0
8416,charli clip v yung ill review http co twhj0w1qjq,0
8417,charli crist fl rumor to demand recount sayfi,0
8418,charli crist lose 50 000 florida job to rais minimum wage is 8216;worth it 8217; conserv byte http co y3jyj2yf4l via conservativebyt,0
8419,charli crist and rick scott are both scumbag howev interest that crist ha yet to run one just one posit polit ad,0
8420,charli crist ha ask to keep poll in broward open until 9pm claim long line medium report say turnout light in broward,0
8421,charli crist win democrat primari in florida governor race ap project http co gy9urbtq1q via wsj,0
8422,charli crist outlaw hate redicul and vilifi for shake the presid hand what countri what democraci,0
8423,charli daniel goe off on 8216;satan evil 8217; http co 3hawjfavuz,0
8424,charli daniel couldv done better job mnf,0
8425,charli furbush whydidigoogl midnight,0
8426,charli jacob got confus about the ice bucket challeng and instead dump bucket of diamond on his head,0
8427,charli kimbal had nowher to go http co x5gyz46000ot indycar mavtv500,0
8428,charli parr mountain top music fest http co bg3uwdpznn,0
8429,charli rangel some republican believ that slaveri is not over truth revolt http co npbdpk0cqz bam race card vote democrat out,0
8430,charli sheen,0
8431,charli sheen never disappoint,0
8432,charli sheen want to return to two and half men http co kvmdogdclq,0
8433,charli sheen video messag to presid obama http co kcrwtbcqzd,0
8434,charli and love that dog http co 8aqxiyg6ov,0
8435,charli and ron ha constant put out heat for their entir career,0
8436,charli bit me,0
8437,charli hors suck as ouch,0
8438,charli is an ol hatin fool scandal,0
8439,charli is so ador http co tmpbyyjgfl,0
8440,charli look like he is the one that made that,0
8441,charli not fukin around in austin everi week somebodi get kick off the team,0
8442,charli xcx is bae,0
8443,chase realli got hoe in everi state it is crazi his name the truth,0
8444,chase the pussi it is sin fall in ya lap it is bless,0
8445,chase these hoe better get cash nigga,1
8446,cheat my way to get hahaha this bitch funni if your so worri about me then stop subtweet me dumb as,0
8447,cheater cheater pumpkin eater where would you find that no good white trash hoe trashi sloot,0
8448,cheat isnt about good woman and hoe simpli about an altern nut rt whoelsebutkey nigga cheat on good woman everyday,0
8449,check his hoe for check her 128175; 128129; 128581; 128079;,0
8450,check your slutti fat girl friend instagram pic see if she do not have five niggaz in everi pic thirst for fat girl pussi,0
8451,cheeki thought a the rooster crow,0
8452,cheer up charli,0
8453,cheer young ladi rt shik702 bmorehumbl foreverrrr younnnnng grab flask and chug,0
8454,chees bitch chupacabra look fuxk http co gwhnz0jcb1,0
8455,cheez it honey bbq lay oreo and monstrous glass of percent right now am the skinni fat poster boy,0
8456,chicago hoe love pink lipstick 128530; 128533;,0
8457,chicago nigga tell bitch anyth when they tryna do dat mfa 128553; 128514; 128514; http co tjonjljym4,0
8458,chick fil wa not about anti gay it wa about the first ammend if you did not get that then you have no right to bitch about right,0
8459,chick got man but no edg nigga got hoe but no diploma damn,0
8460,chick be mad at me for tweetin about hoe like am talkin about specif someon lol sorri ladi if the shoe fit then wear it,0
8461,chick love these ugli hipster faggot prolli caus they look like the dad that wa never in their life,1
8462,chief fan are the only one that claim my take are wrong about dogshit trash quarterback alex smith,0
8463,chill rt phillytheboss if ever becom presid imma ban henni from america for day just to see you negro panic gotcha bitch,1
8464,chill bitch we ai not in love,0
8465,chill with the thirst bitch my chick right next to me for real hoe,0
8466,chill am not coon rt ambitiouscam sick of you fake bougi as coon lol,0
8467,chillin in the hood with my retard as homegirl feel at home,0
8468,chillin wit my bitch who never hesit tonight,0
8469,chillin with my main hoe becki http co hlko2lnsux,0
8470,choat choke on twinki gt; all the damn time bet lol cardin,0
8471,chocol cake is so trash,0
8472,chop the top on the porsch that is headless hors extendo long a an extens cord bitch ball like jordan and play full court,0
8473,chris bosh bout to disgrac the trophi like real faggot smh,1
8474,chris brown get bitch bruh lmao,0
8475,chris paul trash lmfao,0
8476,chris faggot,0
8477,chris bosh made danni green his bitch last night,0
8478,chuck chees is not the same a when wa kid chuck skinni bitch amp; they took away the ball pit man wtf,0
8479,ciara not ghetto name well kinda but it 8217;s not 8220;ashanti 8221;,0
8480,cigarett break nd wtf are mt eye glow like charli murphi in the madd real world lol http co erkusr3q,0
8481,citi field bitch http co ghxxmb3m,0
8482,citi highway skyscrap build light yellow blue http co koc9uybfqv,0
8483,claim to be bos but you lil broke bitch 128514;,0
8484,clan of retard,1
8485,classi rich famili kid doing drug and tryina be all ghetto and shit while actual ghetto poor kid look for educ to get outta there,0
8486,cleanup bitch just got off the phone with em,0
8487,clear am afraid of bird http co qa4o9dr4vp,0
8488,cleveland is the best team for manziel honest the oc can use the offens he had with the redskin amp; the brown is nice wit def hc,0
8489,close your eye and let the world paint thousand pictur one good girl is worth thousand bitch,0
8490,cloud stay steal peopl phrase first she take jen by say friend then she take mine by say my nigg get your own my nig dam,0
8491,clown as nigguh,0
8492,clowney is bitch nigga get his as off my team,0
8493,cmon need yellow for wilson,0
8494,cnt trust or wo not spare bitch ogd,0
8495,cock slappin bitch sinc 95,0
8496,cocki bitch with front teeth that stick out from suckin they thumb lt;,0
8497,cocoa puff time bitch,0
8498,code of slienc pussi hm nigga free my nigga ceddi ridah quan dollah dre my nigga franc luki my nigga mo,0
8499,coke and white bitch,0
8500,col sander part and those son of bitch 8212; they drag it out and extend it and water it down that 8217;m so goddamn mad,0
8501,comcast stop being twat and actual work thank,0
8502,come back hoe kati dupree843 http co 1upxvdjjna,0
8503,come for the brotha and other moc about cultur differ like bitch plz,0
8504,come get this catfish pussi,0
8505,come her lil bitch want that sloppi toppi,0
8506,come home from work to bridesmaid twinki and bottl of wine bestroommateev thefaithann,0
8507,come on tank break dem hoe back,0
8508,come on man rt basedlarock oreo need to chill 128686;rt thedondrew you know about these premiumpet good or nah http co mw9qxg3vfw,0
8509,come on nd get that chicken nigger love dat chicken from popey http co yjfh2havav,1
8510,come out her pussi and go in her as come out her as and go in her mouth,0
8511,come thru keyshia you queen of thot bitch,0
8512,comin from fat bitch,0
8513,comment bitch at bird for slide but port guy do it to buddi and it is buddi fault,0
8514,complet off topic idgaf about that pretti hoe tho,0
8515,conan obrien need to get life with that 80 million monkey food mayb,0
8516,confid in one way pussi in anoth so strang,0
8517,confus circumst seem to get in the way of your high ho more for virgo http co nraai6dhvx,0
8518,congrat on being cunt and doing your make up wors than 12 year old ugli bitch,0
8519,congratul your just like everi other stuck up materialist american bitch 128079;,0
8520,conoc 237; tus ojo negro ahora si que no puedo vivir sin ello,0
8521,control yo hoe,0
8522,control the aux cord the whole two and half hour drive home and did not repeat singl song bet your boyfriend could not do that bitch,0
8523,cook breakfast in the nude is wifey status fuck no have actual cook before amp; aint about to get no greas burn on my nip 128562; 128565;,0
8524,cool fun thing to ponder the myriad of space trash travel at thousand of mile per hour right above you 8594; http co l7zmxiyvqi,0
8525,coon rt ysl ron these hoe love put spaghetti and salad on the same fuck plate smh,0
8526,coor light is trash yuck do not even like beer,0
8527,corey is trash,0
8528,correct gt; gt; gt; gt;when the sky is yellow death is upon u no am scare,0
8529,correct he better bring one classi bitch home because momma ai not go to be deal with random hoe in the hous 128131; 128131; 128111; 128581;,0
8530,cost 250 rt brandnewandrew 8220; itsnotharold ai not buy no pussi got too mani follow for that 8221; in vega dont miss opportun,0
8531,coulda been fckd yo bitch 128564;,0
8532,could not care le about any bitch 128079;,0
8533,could not pull my nigga in ya wettest dream hoe 128526;,0
8534,count money while my bitch sleep,0
8535,countri bumpkin word of the day yokel http co abpfzgju,0
8536,countri music and rap music both talk about the same basic shit repetit car truck bitch woman beer drug gun lol,0
8537,cousin look for bitch hope rt theonlyre the fuck is this http co jlrapkd,0
8538,cowboy are the best in the nfc about time these faggot got their shit togeth,0
8539,crack cocain can steal your bitch from you,0
8540,craig fire that shit up hoe,0
8541,crangrap gt; good pussi,0
8542,crank up littl hank sit on the hood and drink am about to get my redneck on,0
8543,crave browni 128553; 128553;,0
8544,crazi as rt darealquitam been act so mean ratchet and ghetto crack myself up,0
8545,crazi bitch buckcherri 128076;,0
8546,creep death still stuck in my head bitch,0
8547,creep with my side bitch hope do not get caught cheat,0
8548,crew neck as nigguh,1
8549,crop top and some high waist short way to not look like an underag cunt lmfao,0
8550,cruis recent comment make him bigger douchebag than charli sheen amp; he did not even have any tiger blood,0
8551,cruisin round the street in my 64 jockin the bitch slappin the hoe,0
8552,cruis in my go kart at walmart sell cupcak go ahead admit faggot this shit is tighter than butt rape,0
8553,cri to the g20 that some american do not like you amp; might call you name we call that being crybabi bitch; 0bama,0
8554,crystal got all the hoe,0
8555,cuffin these hoe man that is where you went bad at you prolli gettin laugh at cuz everybodi smash that 128564;,0
8556,cuf is no no my ring finger stay solo why be in relationship if you not let your hoe go,0
8557,cuh this is our scrum 9994; fallseven distonga niniwubbsm we are finna smash some bitch 128170; 128079; rugbi http co 6vufvao2ek,0
8558,cunt cunt everywher,0
8559,cur girl is where it at and you bitch need to get with it,0
8560,current emot broke as bitch,0
8561,current being hit with the jig word,0
8562,current listen to the imperi march tradit only play when prepar to slash bitch,0
8563,current sit down wish bitch would 128133;,0
8564,current 8216;sup twat licker 8217;,0
8565,cur avi for coke because he is fag and ha not put it on yet http co jhqpwop4wk,1
8566,cu you gt hoe,0
8567,cuss out by fat redneck on the last day yolo shawnnasanford meganmonday13 kelsss lynn 128514; 128514;,1
8568,custom servic 171; og niccib realli need this bitch to get the fxck out my busi just open my new account and leav me alon 187;,0
8569,custom be tryna act like you do not understand what they are say no bitch you do not understand what am say,0
8570,cut dese bitch off like hibachi 9986; 65039;,0
8571,cut that bitch off,0
8572,cut them nigga off they aint yo friend cut them bitch off they just pretend,0
8573,cut these hoe off right now realli need to ion realli know girl but believ in,0
8574,cute japanes teen get her tiight pussi fuck while suck 160;cock http co aylkdsnksc,0
8575,cute as niggah http co h0sqoptyfx,1
8576,cute buff guy walk in and then he open his mouth and he wa flip retard 128529; 128530;,0
8577,cute dumb femal trash,0
8578,cute teen get her pussi flood with 160;cum http co jt6qxws0000m,0
8579,cutler le skill at qb than retard quadripleg,0
8580,cuz if it is trash am bash it at say he need to go back to jail,0
8581,cuz it 187 how im killin these hoe,0
8582,cuz pussi only pussi man get it when need it,0
8583,cuz they dont wanna save rt gladvillian why is save hoe bad,0
8584,cuz hoe,0
8585,cuz you hoe rt crystalfbadd fair exchang 8220; itselmosworld yall have sex with dude then he buy you bag or pay your rent what that 8221;,0
8586,dcc bitch knock out on the grass,0
8587,derek jeter clap clap clapclapclap yanke,0
8588,diver chcgo blck pstr flood dth threat ovr endors of gop candid 8220;u sellout uncl tom as gger 8221; http co vcbwzkyedv,1
8589,dmv nigguh dress funni a hell,0
8590,do it do it you will still fag but do it 8212; will pas heidi http co utttlmolxo,0
8591,drug gt; is why giant are lose just ask barrybond and the hedg bet fund gt; worldseriesgame6 faggot,0
8592,da bitch mouf wa smellin like da porta potti at da mustang field 128514; 128514; 128514;,0
8593,da fuq ho,0
8594,da hous next door to me been sold to honki,0
8595,daaamn lmao right back to them old way rt kingtrall look at this hoe as nigga cover wiz face you hoe http co lpptofmj5r,0
8596,dab u nigguh,0
8597,dad bought me browni shake lovehim,0
8598,dad brought me home watermelon eege but do not like it so it is go in the trash 128686;,0
8599,dad call me border hopper,0
8600,dad just yell out in bout to fri some chicken like nigger,1
8601,dad why are your eye so red son smoke weed dad dad do not lie to me you were cri because you are faggot,0
8602,daddi cracker and few bad bitch,0
8603,dafuq is floppi bird,0
8604,daiya nagor get her pussi fuck and suck cock for 160;pleasur http co 7a44fxx8oy,0
8605,dalla hoe rt beanreturn why http co d6halitfmp,0
8606,dam just gotta hope that niggah dont snitch,0
8607,dam this niggah trippin off ecstasi,0
8608,damn jonniesantana it is kinda trash man rt 80sbaby4lif how mani of you actual have had threesom honest,0
8609,damn justdom amp; his nigger music wake up the whole school in the morn 128664; 127926; 128543;,1
8610,damn charli wilson is still around,0
8611,damn hate bitch that like to argu and shit,0
8612,damn hate bitch who like to argu and shit,0
8613,damn think your redskin lost kxrxsxb,0
8614,damn use to be big fan of ronda but so far she is been big cunt tuf,0
8615,damn am in da mood to eat sum pussi who got it fresh on platter for me teamfluffnevabluff,0
8616,damn joe buck just make it sound like greink wa trash when he play for the royal chill out joe,0
8617,damn kaepernick is trash man,0
8618,damn karli redd now all these hoe done seen your man junk,0
8619,damn bird near gave me heart attack and all she said wa oh bitch oh,0
8620,damn bitch gotta bootay,0
8621,damn bitch thnx http co twdkckktaz,0
8622,damn bitch you nosey plea do not touch my phone plea,0
8623,damn bro im hungri then hoe rt and ai not got shit to eat at the crib fuckkkk,0
8624,damn chang chang nicca,0
8625,damn girl will be your porch monkey,0
8626,damn hoe you so ugli even hello kitti said goodby,1
8627,damn intern alarm clock woke up at 35am feel chunki from my 3am cheerio splurg guilt led me to the treadmil gym nosleep,0
8628,damn it be cold fo color man,0
8629,damn lol 8220; pearl kiss take pictur it last longer than stare like weird as bitch 8221;,0
8630,damn redneck outsid shoot gun keep wake my kid up no sleep for u tonight thank 2a work at 8am is go to be so great,0
8631,damn some oreo would be so fuck clutch right now,0
8632,damn that bitch dumb,0
8633,damn the bad thing about having side hoe is you ca not get mad when they do not hit you up all day 128530; 9995; 128554;,0
8634,damn they act like bron tore his acl toughen up bitch lol,0
8635,damn this bitch crazi,0
8636,damn this bitch nasti lol,0
8637,damn those shiner rock those bud light platinum and that ciroc,0
